text,label
"yup.",1
"it appears the same, <also> [>]?",0
"<yup> [<], yup.",1
"yea, okay.",0
"in the foreground of the picture, there is a, there is the other red motorbike, I think that it, it looks like a Harley Davidson.",0
"okay!",0
"&=laughs.",0
"&-uh.",1
"by, by the moment, it's the same!",0
"I think, &-eh, in the upper right-hand corner of the picture, &-eh, there is a red car, it looks like a sports car.",0
"xxx.",1
"because it has three doors.",0
"sorry?",0
"sorry, what colour car did you say?",1
"&-eh, red.",0
"red, red car, with er, three doors, I see, I think it seems a sports car.",0
"&-oh, okay, <xxx> [>].",1
"<there's> [<] a red car in your picture, or there is a car of these features in your picture?",0
"no, not at all, there's a, &-uhm, there's a kind of light blue car, and it's a, it looks a bit like an Audi.",1
"&-ah, okay.",0
"so, &-eh.",1
"&-eh, I think that, that the colour of the car is the difference in that picture.",0
"<yea> [>]?",1
"it's definitely not a sports car, it's a normal car.",1
"is a normal car.",0
"what colour is your car?",0
"it's, it's, &-uhm, kind of silver, black, light blue.",1
"silver?",0
"&-uhm.",0
"light blue.",1
"silver?",0
"in my car is red and your car is silver, I think that this is the difference in this picture.",0
"I think it is.",1
"&=laughs, we continue with the next image?",0
"now in Spanish?",0
"it's more easy for me!",0
"we continue with what?",1
"with the next picture.",0
"&-oh, okay, y, &-eh.",1
"your turn.",0
"okay?",0
"okay.",1
"&-uhhuh.",0
"okay.",1
"y, &-uhm +/.",1
"&-hm, vale.",0
"okay.",1
"&-ehm.",1
"muy bien (.) continue with the next picture, &-eh, the picture three, it's mine.",0
"yea.",1
"okay.",0
"okay.",1
"&-eh, in this picture appear in the centre nine coloured balls forming a square of three per three balls, on a background of black and white squares.",0
"&-eh, &-eh, the wall and the floor are black and white squares.",0
"is the same in your picture?",0
"yep.",1
"<yes> [>].",0
"<the same> [<].",1
"&-eh, in the upper right-hand corner, there is a red ball.",0
"it's the same?",0
"sorry, can you repeat that?",1
"yes, &-eh, in the upper right-hand corner there is a red ball.",0
"yep.",1
"it's the same in your picture?",0
"yes.",1
"and below of this, &-eh, there is a blue ball.",0
"yep, that's that.",1
"yea?",0
"and in the lower &+re, right-hand corner there is a purple ball.",0
"yep, that's the same.",1
"yes?",0
"is the same.",0
"okay.",0
"&-eh, I continue with the next line of balls, &-eh, in the centre line, &-uhm, the beginning, or the first ball, is blue.",0
"&-uhm, yea.",1
"is, yea?",0
"below of this, there is a yellow ball.",0
"<yea> [>].",1
"<&-eh> [>] in the centre of the picture, and below of this, &-eh, there is a red ball.",0
"yep.",1
"is the same?",0
"<it is> [>].",1
"<yea> [<], &-uhm.",0
"I think the difference must be in the <xxx> [>].",1
"<finally> [<], finally, in the upper left-hand corner, there is a green ball.",0
"is the same in your picture?",0
"it is.",1
"yea, below of this, there is a purple ball.",0
"okay.",1
"and, in the lower left-hand corner, there is a green ball.",0
"yes.",1
"is the same in your picture?",0
"yea, it is, <actually> [>].",1
"<so> [<], so summing, in the picture there are two green balls, two blue balls, two purple balls and two red balls.",0
"yea.",1
"and, one yellow ball in the centre of the picture.",0
"yea.",1
"are, are, all okay?",0
"all.",0
"yea, yea.",1
"same in your picture?",0
"the same.",1
"so, what is the difference?",0
"&-uhm, well, my balls are quite shiny and, &-eh, they look like Christmas balls a bit.",1
"&-oh, okay, my balls are not shiny, &-eh, &-eh, are <not> [>].",0
"<the> [<] reflection on them and everything.",1
"oh, in my, in my picture there isn't a reflection in, in the balls.",0
"I think that this is the, this is the mistake in, in your picture and in my picture.",0
"okay?",0
"yea.",1
"what, what, what are yours like again?",1
"<the> [>] +/.",1
"<sorry> [<]?",0
"what are yours like?",1
"&-eh, I don't understand.",0
"please repeat.",0
"the, the balls in your picture, they're not shiny, no?",1
"not shiny and there, there, there, and, there aren't any reflection of, in the balls.",0
"so, that's the difference then, is it?",1
"okay.",0
"your turn in Spanish.",0
"very easy for me, &=laughs!",0
"&-uhm, okay, I'm going to, yo tengo, &-uh, en, en mi, en mi ¿<dibujo> [>]?",1
"&-uhhuh.",0
"&-hmm.",0
"okay.",1
"<vale> [<].",0
"xxx <xxx> [>] correcto.",1
"<vale> [<], bueno, perfecto.",0
"barrotes.",0
"<&-uhhuh> [<].",0
"correcto.",0
"<y> [>].",1
"y, &-eh.",1
"vale.",0
"&-eh, in the end of my page, appears the question, did you finish, &-eh, did you finish the task?",0
"check here if you identified the correct difference.",0
"&-uhm, in your &+p, in your webpage appears the same?",0
"yea.",1
"yea.",0
"<xxx> [>].",1
"<xxx> [<] here!",0
"okay, okay.",0
"&-uhm.",1
"two, two pictures, in my pictures and your pictures.",0
"&-eh, in the first picture, the mistake, &-eh, was the colour of the car.",0
"yea.",1
"and the kind of car.",0
"perfecto.",0
"&-eh, in the third picture, the, the mistake were, were the, the reflection of the balls, the, all, all are the same in two pictures.",0
"yea.",1
"<yea> [>]?",0
"<both> [<] were, um, yours were, &-uhm, I'd say, dull colour, and mine were shiny?",1
"and &-eh, para, to finish off we <have> [>].",1
"<yes> [<].",0
"the difference was that, &-eh, in my picture, I have an umbrella hanging on the door, and.",1
"<okay> [>].",0
"<xxx you xxx> [<].",1
"<okay> [>]?",0
"<absolutely> [<] true, &=laughs.",0
"&=laughs.",1
"&-eh.",0
"<thanks to> [<], thanks to do with me the exercise, would you like to send you the recording by e-mail?",0
"&-uhm, yea, that would be fantastic because I have to xxx the work from it.",1
"okay, &-eh in five minutes you've got the recording in your e-mail.",0
"okay.",1
"&-eh, has been a pleasure to talk to you.",0
"<okay> [<].",0
"okay.",1
"bye, bye.",0
"hola, Emma.",0
"hola.",1
"it's working?",1
"it's working now, yes, perfect.",0
"i have the picture, if you want we can talk.",0
"yeah.",1
"i have four pictures.",0
"hold on yea.",1
"&-eh, but I don't know if I have to know something about your eh your name and similar, do you know?",0
"&-eh, something about what?",1
"&-eh, I, I, i think I have, we have to, to ask some questions?",0
"each other?",0
"yeah, yeah.",1
"do you have the questions?",0
"yeah, &-ehm.",1
"&-huhuh?",0
"<&-eh> [>].",1
"<you can> [<].",0
"<you can begin> [<] if you want.",0
"&-eh, all my life, I am thirty nine years old, &-eh, <so> [>].",0
"<vale> [<].",1
"&-eh, you have to ask first, all questions.",0
"oh, okay.",1
"and then I have to ask to, ask you the same questions.",0
"okay, <&-ehm> [>].",1
"<if you> [<] ask me, I have to ask, to talk in Spanish, and then I ask you in English, and then you have to answer me in English, <I think> [>].",0
"<&-oh, okay> [<].",1
"do you think <so> [>]?",0
"sí, &-ehm, &-eh , vale, that's it, todas mis preguntas.",1
"&-ah, okay, how long did you start to study English?",0
"&-ehm, well, I speak English so, I've been doing it all my life.",1
"&-huhuh.",0
"I speak English.",1
"I've been doing it all my life, &=laughs.",1
"&=laughs, and Spanish?",0
"&=laughs, &-eh.",1
"how long did you start to study, &-eh, Spanish?",0
"Spanish, &-eh, &-ehm, since secondary school, so that's like, six years now, and now i do it at college as well.",1
"uh huh.",0
"yea.",1
"&-eh, what do you do in your leisure time, or, what do you do?",0
"&-eh, just go out with my friends really, go to town, &-eh, the nightlife in Dublin isn't that great, but there's a few good nightclubs, and then, yea, that's really it.",1
"&-ah, perfect, &-eh, &-eh, the second question was, what can, no, &-eh, no, why did you study Spanish?",0
"&-eh, because I have Spanish cousins, they live in Madrid and, I really like the language.",1
"I'm not very good at Spanish but, &-eh, I do like it so, I wanted to keep it up, so, I'd like to live in Spain, for a year or something like that.",1
"&-ah, perfect.",0
"yea.",1
"and then, do you like Spanish?",0
"yea, I love it, but I'm not good at it!",1
"I'm really not that good at it, I, &-ehm, &-eh, I am okay at writing and reading, but I'm not good at talking in Spanish at all.",1
"perfect, I think, &-rh, somebody have to check this.",0
"is this recording?",0
"yes, perfect.",0
"yep.",1
"so, if you want, we can <start with> [>].",0
"<with the> [<] pictures.",1
"with the pictures, and so, &-eh, you can choose, what picture do you want?",0
"&-ehm, I think we do all of them, the first one, &-eh, you have different pictures than me, do you?",1
"<I think> [>].",1
"<really> [<]?",0
"well, I think there's a little bit of a difference between them.",1
"&-ah, the first picture is about a motor.",0
"yea, and we talk about this in English, with the next one we talk about it in Spanish.",1
"English, Spanish, sure.",0
"yea.",1
"okay, so, I have to, be, I have to begin, okay?",0
"yea, yea.",1
"&-eh, what, qué, &-eh, I can see, this pictures there are motors, I don't know, one, two, three, and a car, a red car, &-eh.",0
"my car is silver, so.",1
"silver, &-ah.",0
"yeah, there's the difference, &=laughs.",1
"this is the first &+di, how, how many difference are?",0
"&-ehm, I don't know, maybe only one, but keep talking about it, let's see.",1
"and the motorbikes are color are red motor, or no?",0
"motorbikes.",1
"yes.",0
"yup.",1
"there are two red motors and the second one is a yellow or a, no, a.",0
"yea, gold.",1
"gold, yeah, more <or less> [>].",0
"<yeah> [<].",1
"gold, the car is silver, I don't know &+mu, there is a person on the, near, I think it's an sculpture, or monument, I don't know exactly.",0
"yea, some kind of building or something.",1
"there are several signals and don't know, I, there is no too much to say.",0
"no, may, maybe there's only one difference.",1
"yea, perfect.",0
"<yea, so> [>] the car is silver, and your car is red.",1
"<that is perfect> [<].",0
"<okay> [>].",0
"<okay> [<], &-eh.",1
"if you want, we can go to the second one.",0
"dibujo, is it?",1
"&-huhuh.",0
"&-huhuh.",0
"bowl?",1
"like dish, bowl?",1
"&-ehm.",1
"bowl?",1
"&-eh, naranja.",1
"bowl?",1
"&-oh, okay.",1
"okay, &-ehm.",1
"&-eh, rosa.",1
"naranja.",1
"sabes lo que es, &-eh the tail of the dog?",0
"&=laughs.",1
"<azul> [<] oscuro.",0
"<y> [>].",1
"&=laughs.",1
"sitting.",1
"&+vac +/.",1
"no.",0
"no.",0
"&=laughs, &-eh, &-ehm.",1
"vale.",0
"&-oh, okay, vale, vale.",1
"vale, bueno, <xxx> [>].",0
"&=laughs.",1
"we are going to the, the.",0
"<next picture> [>].",1
"okay, in English, do you wanna start?",1
"yes, I can see nine balls.",0
"&-huhuh.",1
"of different colours, there are two green balls, there are two blue balls.",0
"yea.",1
"there are two red balls.",0
"yea.",1
"and there are two violets, or, no.",0
"<purple> [>]?",1
"<I don't know> [<] the name, the, the other colour are, I don't know what is the name of the other colour.",0
"&-eh, purple?",1
"purple, yea.",0
"purple, yea?",1
"&-ah, yea, and the, the back of the picture is like a chess table.",0
"&-huhuh.",1
"&-eh, and I don't know, it's like a room.",0
"yea.",1
"with three, with the floor and two walls.",0
"yea.",1
"and &-eh, the ball in the middle of the picture is a, yellow ball.",0
"yea, gold, kind of.",1
"yea, yellow-gold, yea.",0
"yea.",1
"and I don't know how can I say more about this.",0
"&-ehm, what colour, just maybe if you go through the colours of the balls, like from the top one, in case.",1
"&-ah, yea, &-eh, at the top, at the left, is one green.",0
"yea.",1
"on the right is the red one.",0
"yea.",1
"the next one is a blue.",0
"yea.",1
"in the middle, the first on the left is the, &-eh, purple <ball> [>].",0
"<yea> [<].",1
"the second in the middle is a gold ball, and on the right is a blue.",0
"yea.",1
"ball, at the bottom are green.",0
"yea.",1
"red, and purple.",0
"yea, &-ehm, &=laughs, y, &-eh, what colour are the, the background, like the walls?",1
"are they black and white?",1
"yes, yes, &-hm, like, like &-eh black, small squares.",0
"yea.",1
"and black and white.",0
"yea.",1
"like a chess table, <do you know> [>]?",0
"<yea> [<], and, &-eh, are, are the balls in the centre of the room, yea?",1
"sorry?",0
"<&-eh, the balls> [>].",1
"<repeat please> [<].",0
"are they in the centre of the room?",1
"in the centre, &-ehm, in the centre, &+f, yes, more or less.",0
"yea.",1
"&+b, &+becau I, I, I behind the, the red ball the, the, in the bottom.",0
"yes.",1
"on the bottom, is I think is the corner of the room.",0
"yea, yea.",1
"more or less.",0
"yea.",1
"&-uf.",0
"&-oh, <&-uhm> [>].",1
"<difficult> [<].",0
"&+s, yea.",1
"are the, all the balls are the, the, the same <size> [>]?",0
"<size> [<]?",1
"yea, and they go from the top of the room to the bottom, to the floor, like?",1
"from the &+bot to, from the top to the bottom?",0
"yea, like, are they taking up the whole, &-eh, like are they big enough to take up the whole picture?",1
"no, I, the, my balls are in the middle, there are, a little frame, around the, the balls.",0
"a frame?",1
"no a frame, but, they are, &-eh, there are in the middle of the picture.",0
"yea, <but are they like> [>].",1
"yes?",0
"are they like, &+si, are the first, the bottom three like, looks like they're sitting on the ground, on the floor.",1
"yes, yes, <yes> [>].",0
"<yea> [<].",1
"the, the, the first line, yea.",0
"yea, and can you see, &-ehm, a reflection in the balls?",1
"can you see the black and white in the balls?",1
"yes.",0
"yea?",1
"yes, I can see better in the red ones, and in the blue ones, and the purple one, but in the red, in the green, sorry, it is more difficult to, to see the reflection.",0
"yea.",1
"I don't know, &-eh, &-eh, what is, what is the corner on the bottom, &-eh, on the right, is black?",0
"for instance?",0
"the, the, the, the, the small square?",0
"yea, the first square is black, yea.",1
"top in the, on the left?",0
"on the left.",1
"on the left, on the top.",0
"<&-oh, the> [>].",1
"<is it black> [<]?",0
"the first square?",1
"yea.",0
"no, it's white.",1
"yea, it's white, &-ah, the, the, on the right, on the top, is black?",0
"yea, &=laughs.",1
"yes, me too, &+f and down.",0
"and are there squares on the floor, like &+dia, like diamonds?",1
"they're not, cause they're.",1
"&-ah, no.",0
"no?",1
"yes, &-ehm, tell me, can you repeat, please?",0
"are the squares on the floor, are they like diamonds, because.",1
"yes.",0
"yes?",1
"&-oh, no!",1
"they are very similar, I can see a difference, but I don't know, &-eh, if you see, &-eh, there are two balls, okay?",0
"on the left.",0
"yea.",1
"and on the right.",0
"&-huhuh.",1
"if you see the ball on the left, you can see that, er, the first row of the square is, the colour is opposite of, the, the, the &+fil, the first row, on the floor, you can see?",0
"black, white, white, black.",0
"<&-eh> [>].",1
"<but> [<] in the other wall, you can see the first row is black, but in the floor, is back too, is black too, for instance.",0
"&-ehm.",1
"can you see?",0
"can you say that again, sorry?",1
"yes, no worry.",0
"&=laughs.",1
"in the wall on the left.",0
"the green ball?",1
"no, no, the wall.",0
"oh, the wall.",1
"<the wall> [>].",0
"<yea> [<].",1
"on the left, &-eh, you can see the, the, the little square?",0
"&-huhuh.",1
"is the first row, the first line.",0
"yea.",1
"it's different from the first line of the floor, for instance, is, if the first square in the, in the wall is black.",0
"yea.",1
"the first line in the wall in the, sorry, in the floor is, is black, is different, is opposite, okay?",0
"yea.",1
"but in the other wall.",0
"&-oh, yea!",1
"yea, yea.",1
"they are the same.",0
"yea!",1
"&=laughs, sorry!",0
"&=laughs.",1
"this is a different but.",0
"yea, &-ehm, &-oh, I really don't know, &-ehm.",1
"I can't see.",0
"how, how big are the balls?",1
"are they taking up, like, cause the first one is touching the floor and the, the last one is, like, almost at the roof, like, you know.",1
"sorry?",0
"can you repeat, please?",0
"&-ehm, like.",1
"yea?",0
"are the balls, like the first one, touching the ground?",1
"and then.",1
"yea.",0
"the next one, almost touching the roof, like?",1
"&-eh, no, &-eh no, <the first> [>].",0
"<like they're> [<], they're not small balls, they're like big, yea?",1
"the, they are different size?",0
"do you think?",0
"no.",1
"they have, &-ehm.",0
"&-eh.",1
"&+th they, for me are the &+diff, are the same <size of the> [>].",0
"<yea, yea> [<], they're all the same size, I.",1
"there's no too many things to, to, to see, in this picture.",0
"I know, I don't know, and you can see a reflection in all the balls?",1
"yes.",0
"I don't know either, I don't know.",0
"will we, try the next picture, and come back to that one then?",1
"yea.",0
"<yea> [>]?",1
"<okay> [<].",0
"okay.",1
"this is in Spanish.",0
"yea, my god, I, I don't even know, &=laugs, the word for umbrella, &-ehm.",1
"I can give you a clue.",0
"yea, &=laughs.",1
"is paraguas.",0
"yes.",0
"&-eh, luego, &-eh, kind of rosa, well.",1
"&-eh, luego, negro, <&-ehm> [>].",1
"vale.",0
"hanging?",1
"colgando.",0
"&-ah, no!",0
"&-eh.",1
"&-oh?",1
"okay, well there's the difference!",1
"&=laughs.",1
"hey!",1
"yea!",1
"a ver, yea.",0
"&=laughs.",1
"I don't know.",0
"I don't know.",0
"&-ehm.",1
"green, blue, red, <purple> [>].",0
"<purple> [<].",1
"<gold> [>].",0
"<gold> [<], blue.",1
"blue, <green> [>].",0
"<green> [<], red.",1
"<red> [<], <purple> [>].",0
"<purple> [<], &-uhm.",1
"the, the balls are very, I think they are equals in the size.",0
"yea.",1
"so, there are no difference.",0
"are the, are the balls, &-eh, touching each other?",1
"no.",0
"no.",1
"&-ah, your balls are touching <each other> [>]?",0
"&-ah!",0
"<&-eh> [>].",1
"<yea, &+f> [<], I don't know.",0
"and &-uhm, in, you know the way, can you see, like, let's say the green ball, can you see a bit of purple in it, (be)cause it's reflecting?",1
"like, <can you see> [>] the reflections of the ball colours, yea?",1
"<yea> [<].",0
"yes, the colour of the reflection is black, no, sorry, is white.",0
"<&+b> [>].",1
"<I can see> [<] it on the, in the, in all balls.",0
"yea.",1
"but the green, the green is no, no is, is no easy to, to see, I can see in the purple and the, the blue and in the red balls.",0
"but in the green you can't see a reflection?",1
"no, is very, no, no, no, no, is more clear in, the purple ball, for instance.",0
"&-oh.",1
"than in green.",0
"I can see it in all of them, properly.",1
"&i &i in the same level of <reflection> [>]?",0
"<yea> [<].",1
"&-ah, no, no, no, here no.",0
"here is &+diff +/.",0
"you can't see the reflection very well in the green ones?",1
"no, and in the gold ball?",0
"yea.",1
"you can see the reflection?",0
"yea.",1
"as well as in, as well as in the purple, for instance?",0
"yea, I can see it the same in all of them.",1
"&-ah, no, no, no, here no, I think, it's different, for instance, in the ball on the bottom, the green, the green ball.",0
"yea?",1
"I think it has no reflection.",0
"so you can't see the ground, really?",1
"you can't see the black and white, really?",1
"&-ah, &-ah, no, no, here no.",0
"&-oh, <I> [>].",1
"<maybe> [<] &th &th this, I don't know, it could be the difference?",0
"yea, I think that could be, cause there's nothing else that seems to be the difference!",1
"is, is more clear in the other pictures, but here it's very.",0
"yea.",1
"okay, so, we have to do anything else, do you think?",0
"<&-ehm> [>].",1
"<something else> [<]?",0
"no, I think that's it, todos.",1
"I think it's enough, okay, <perfect> [>].",0
"<yea> [<].",1
"&-eh, you have to send your, this practice, to your teacher or something?",0
"yea, I don't actually know how to do that, really, but I'll try!",1
"&-huhuh, okay, perfect, so, &-uh, perfect, if you have any questions, you can found me, do you know my skype ID?",0
"yea, I took it down.",1
"okay.",0
"yea, okay, thanks very much.",1
"see, see you, thank you very much!",0
"see you.",0
"have a good weekend.",0
"you too!",1
"<bye> [>].",0
" another day.",0
"hello?",0
"&+ho, hola, Name?",1
"yes.",0
"&+s, &+f, &-ah, &+Na, Name, in, in Nottingham, hello.",1
"&-hm, I can't speak, &-eh, &-ehm, &-eh, &-ehm.",0
"&-huhuh.",0
"<&-ah> [<].",1
"you, you have to do a, a task, eh, with, eh, eh, <about> [>].",0
"<yes> [<].",1
"a pictures and +/.",0
"yes.",1
"&-eh, can you do the task now, or, or?",0
"&-uhm, there, there are questions, first, I believe, &-uhm, un momento, por favor.",1
"yes.",0
"&-hm, yes, &-eh, &-eh, I, I &+ha, I have &+re, read, &-eh, &-eh, the, the exercise <and> [>].",0
"<&-huhuh> [<].",1
"&-ehm, I, I don't know exactly, &-eh, what have, &-eh, we, we do.",0
"okay.",0
"&-huhuh.",0
"&-eh, okay, &-eh, (.) okay, okay, I can see it now, &-ehm, sí, &-eh, I think, &-eh, that, &-ah, we have the same <answers> [>].",0
"<yes> [<], yes, &-ah, the same questions.",1
"&-eh, questions, exactly, &=laughs.",0
"sí, &-ehm, who, &-eh, my first, &-eh, question is what, &-eh, degree does, &-eh, you study?",0
"&-ah, &-uhm, (.) &-ah, I am, &-ah, I am only studying, &-ah, Spanish, &-uhm, because my, my, &-ah, &+b, because I am, I am working, &-uhm, as a, &-uh, as a teacher in a, a hospital at this moment so my, &-uh, I have one subject I am studying, however, &-uhm, I have studied history, &-uhm, previously, many years ago.",1
"&-huhuh, okay, &-eh, if you want you, you ask me the same, &-eh, &-eh, <questions> [>].",0
"&-ah, maravilloso, &=laughs.",1
"&=laughs.",0
"&=laughs.",1
"&=laughs.",1
"<&-ah> [<].",1
"&-eh, yes, &-eh, why does, &-eh, &-hm, you &+s, &-eh, &-eh, study Spanish?",0
"<&-hm> [>].",0
"&=laughs.",0
"<ah> [>].",0
"<&-huhuh> [>].",0
"&-huhuh.",0
"&=laughs.",0
"&-huhuh.",0
"<okay> [<].",0
"why, why are you studying English &-ah, <what do> [>].",1
"<&-eh> [<].",0
"<what you like> [>]?",1
"<&-eh, &+becau> [<], &-eh, because I'm, &-eh, for my job, &-eh, I'm, I'm working in a, &-eh, a, &-ehm, I am working in a, &-hm, empresa &+com, &-oh, &-oh, what to say.",0
"in a business?",1
"<&-ehm> [>].",0
"<in a business> [<]?",1
"&-ah.",1
"&-ah, it is, &-eh, very important to, &-eh, to my, to my job, &-eh, because all manuals are in, in English.",0
"<&-ah, yes, yes> [>].",1
"<yea and yea> [<] and I, I have, &-ehm, two, &-eh, partner, &-eh, who, who, &-eh, &-hm, &-ehm, give nos, &-eh give us, &-eh support about, &-eh, &-eh, some application, &-eh, some, &-eh, &-eh computers <and> [>].",0
"<&-huhuh> [<].",1
"we have to speak with, &-eh, with the, these people.",0
"<&-huhuh> [>].",1
"<and> [<], and it's necessary for my, for my job to speak, <&-eh> [>].",0
"<&-huhuh> [<].",1
"xxx speak English.",0
"<have you> [>]?",1
"<and> [<] my English very bad, &=laughs.",0
"it's, it's, it's, it's pretty good, &-uhm, yeah, are you a programmer?",1
"&-huhuh.",0
"you are a programmer, <&-huhuh> [>]?",1
"software.",1
"software.",0
"<&-uhm> [>].",1
"<xxx> [<].",0
"yes and, y, y, and the, &-ehm, &-eh, the partner, the people who &+s, who, who send, &-eh, &-eh, who sell us the, the software.",0
"<&-huhuh> [>].",1
"<are> [<], &-ehm, speak English and we, we have to, to ask him how to, <to> [>].",0
"<yes> [<].",1
"install, how to, &-eh, configuration.",0
"yes, yes.",1
"and the, all manuals are in.",0
"yes.",1
"English.",0
"&-ah, the, the manuals are very difficult to understand even if you speak English, &=laughs.",1
"&=laughs, yes, yes I, I speak &+ve, very bad, my, &-eh.",0
"&=laughs.",1
"perhaps it, it, it, is the first time, &-eh, &-hm, &-hm, that I speak English.",0
"<&-hm> [>].",1
"<&-eh> [<], and is because the, the, I have to, to do this task and.",0
"I am, &-eh, I am, I don't speak nothing English, &-eh, usually.",0
"&-ah, &-huhuh, &+d, &+d, do you, &-uhm, &-ah &+d, do you have people you can speak English with in Sevilla?",1
"&-ehm, here in Sevilla if, if, &-ehm, there are &+peop in, in my job, do you, &-eh, or, I don't understand your, <your question> [>].",0
"<&-eh> [>].",0
"&-eh, yes, but I, I haven't got, &-eh, any time <to> [>].",0
"<&-ah> [<].",1
"to, to do it.",0
"<I have> [<] to, to work, eh, to study, and.",0
"my, my girlfriend and I haven't got any time.",0
"<yes> [<].",0
"yes, yes, &=laughs.",0
"&-eh.",0
"yea.",1
"and the thirs, &-hm, question.",0
"yes.",0
"<&-huhuh, okay> [<].",0
"<&-huhuh> [<].",1
"<&-hm> [>].",0
"<&-huhuh> [<].",0
"&-hm.",0
"<&-hm> [>].",0
"no.",0
"&=laughs.",0
"&=laughs.",0
"&-ehm.",0
"&+h, how.",1
"how long, &-eh, has, &-eh, you, studying, &-eh, has you been studying Spanish?",0
"&-uhm, &-ah, for, for maybe, &-ah, four years, &-uhm, I started with &-uhm, &-ah, classes, &-ah, for, &-ah, holiday, &-ah, for, for tourists, &-ah, who wish to have very basic Spanish, &-ah, for their holidays, and then I took, &-ah, an exam that, &-uhm, &-ah, the, the children at school do and, &-uhm, then last year I decided that I wanted to improve my Spanish, &-ah, very quickly and I took, &-uhm, I had some free time from my job when I went to Cádiz to the language, to the language school, um, because I needed, &-uh, to have the context of being in, &-uh, a &+Span, a Spanish-speaking environment for, &-ah, for a long time.",1
"&-huhuh.",0
"it, it, it was a, it was a help, &=laughs.",1
"&=laughs.",0
"a big help.",1
"&=laughs, yes, &-hm, we can do the, &-hm, the, the next, &-eh, question, or, I, &-eh, I have, &-ehm, understand, &-ah, a bit, &-eh, because, &-eh, perhaps, the sound of the skype is <no> [>].",0
"<yes> [<].",1
"no, not good.",0
"yes.",1
"and my, my English is very bad, &=laughs.",0
"&=laughs, it's, it's, it's very good in comparison to my Spanish, &=laughs.",1
"&=laughs, &-ehm, (.) do you ask me the next question?",0
"<&-huhuh> [>].",1
"&-huhuh.",1
"<&-huhuh> [<].",1
"<&-huhuh> [>].",1
"&-hm.",1
"<&-huhuh> [>].",1
"&-huhuh.",0
"<&-ah> [<].",1
"&-eh, exacto.",0
"&-eh, what does, &-eh, you think about, &-eh, your university?",0
"&-uhm, it's &-uhm, an interesting question because.",1
"&=laughs.",0
"&-ah, because I, &-uhm, I work for the, &-ah, university a la distancia, &-ah, and I'm a student with them as well.",1
"you work in the university?",0
"yes, yes, I teach, &-uhm, yea, I teach a course on, &-eh, communication, <for> [>] +/.",1
"<communication> [<]?",0
"yes, for, &-uhm, &-ah, nurses?",1
"<uh> [>].",1
"<what is> [<]?",0
"<what is> [>]?",0
"<&-uh, nurses> [<].",1
"what is that, &-eh, how?",0
"&-eh, &-eh, enfermero.",1
"&-oh, yes, my, my girlfriend is &-eh, &-eh, enfermera.",0
"social workers, yes.",0
"&-huhuh.",0
"and, as well as working, for them, but I, I have two jobs, one with the university and my other job is as a teacher of, &-uhm, mental health, in the hospital.",1
"in a mental, &-eh, mental, &-eh, house?",0
"hospital, hospital.",1
"<hospital> [>], hospital, yes.",0
"<sí> [<], &-uhm, &-ah, para, &-uhm, I'm, I'm a teacher for the nurses in the hospital.",1
"&-huhuh.",0
"<&-uhm> [>].",1
"<xxx> [<].",0
"so but I, I do like my university because whenever, &-uhm, whenever we have a training day there, &-uhm, they will always give you good food and good wine, &=laughs.",1
"&-huhuh.",0
"which is nice.",1
"okay.",0
"yes, &-eh, &-eh, wait a minute, &-eh, I have to, to take another headphones, &-eh.",0
"okay.",1
"one, one &+s, &-eh, minute.",0
"okay. someone else.",1
"&-eh, Name?",0
"&-ah.",1
"yea, is, I am here, &=laughs.",0
"yea, I have to take another, another, &-eh, headphones.",0
"<&-huhuh> [>].",1
"<because> [<] the other is, &-ehm, bad, &=laughs.",0
"yea, &-eh, es, can, can you hear me better?",1
"yes, I can hear, I can hear you, &-eh, more, more better, or, <&=laughs> [>].",0
"<&-ah> [<].",1
"&-ehm, we can do the next, &-eh, question, <okay> [>]?",0
"<okay> [<].",1
"<&-ehm> [>].",0
"&=laughs.",1
"&-ah &-huh.",1
"<&-eh> [>].",0
"<&+n> [>].",0
"<y> [>].",0
"<&-huhuh> [<].",0
"&-huhuh.",0
"&-hm.",0
"<&-huhuh> [>].",0
"<&-eh> [<].",0
"&-ehm, where are you from?",0
"&-uhm, I am from, &-uh, Plymouth.",1
"<&-huhuh> [>].",0
"&-huhuh.",0
"&-uhm, pero ahora, &-eh, &-uh, sorry, I should, I should speak in English, &-uhm, I live in Nottingham.",1
"mottinger.",0
"Nottingham.",1
"Nottingham?",0
"Nottingham, &-uhm, you know Robin Hood?",1
"yes.",0
"&-um, the, the place that Robin Hood comes <from> [>].",1
"<&-hm> [<], yea.",0
"okay, (.) &-ehm.",0
"but I was born in Plymouth, in the south of England.",1
"&-huhuh, okay, I think, &-eh, &-eh, perhaps we, we, we must, to, to do the, the task, &-eh, &-eh, &-ehm, al revés, do you understand me?",0
"yes, yes.",1
"y.",0
"&-hm.",0
"&=laughs.",0
"I have, I haven't got any time, &-eh, free time, I &- eh, I'm, &-eh, all the time, &-eh, study or job, &-eh, today I, &-eh, I have, &-ehm, I am studying, &-eh, since eight &+o, eight o'clock <of the> [>].",0
"<&-oh> [<].",1
"<I> [>].",0
"yes, the, the &+s, the, my, my girlfriend say the, the same thing, but now she is working and I'm, I'm, &-eh, I'm studying all the, the morning, &-eh, because I am here alone and.",0
"<yes> [>].",1
"<for> [<] me is better, &=laughs.",0
"&-ehm, <if you> [>].",0
